Вкус,Название_вкуса,Бренд,Рейтинг,Количество_оценок,Отзывы
Питахайя,Dragon FruitДраконий фрукт,Daim,4,1,
Питахайя,"Welcome To San Tropez (№7)Ананас, арбуз, питахайя",Prime,0,0,
Питахайя,Драгонфрут,Wave,0,0,
Питахайя,M23 Dragon FruitПитахайя,Milano,0,0,
Питахайя,AugustАвгуст,4:20,0,0,
Питахайя,Dragon FruitПитайя,4:20,0,0,
Питахайя,DragonfruitПитахайя,Cobra,0,0,
Питахайя,The DragonДракон,Peter Ralf,0,0,
Питахайя,Dragon FruitПитахайя,Lirra,0,0,
Питахайя,Dragon FruitПитахайя,Ruda,0,0,
Питахайя,Dragon FruitДраконий фрукт,Krass,0,0,
Питахайя,Dragon,Balli,0,0,
Питахайя,Jungle,Daly,0,0,
Питахайя,Bloodmoon Savage,Alchemist Blend,0,0,
Питахайя,Dragon Fruit,Wadge,0,0,
Питахайя,Dragon Fruit,Hookafina,0,0,
Слива,Tano's,Хулиган,4.1,59,56
Слива,Hard Tano'sТанос,Хулиган,3.8,46,44
Слива,Passion PlumМаракуйя и слива,MUSTHAVE,4,37,32
Слива,Слива Абрикос,Nаш,3.7,20,17
Слива,Dark PlumПлотная тёмная слива,Trofimoff’s,3.8,16,16
Слива,Dragon Wall,Zomo,4.1,15,15
Слива,Cherry PlumАлыча,Banger,3.5,14,13
Слива,Purple PlumsСлива,Spectrum,3.7,12,11
Слива,CaritasЛюбовь,Душа,3.7,9,8
Слива,Dark PlumТемная слива,Trofimoff’s,3.9,8,8
Слива,Mistery of Bali,Zomo,3.9,8,8
Слива,Dark PlumТёмная слива,Palitra,3.4,6,5
Слива,Plumboom,Zomo,2.8,5,5
Слива,PlumСлива,Al Fakher,3,5,5
Слива,Peace DeathПис Дэс,Punk,4.5,3,3
Слива,French plumФранцузская слива,Chabacco,3.5,3,3
Слива,Aloha NightsАлоха найтс,Eternal Smoke,3.7,2,2
Слива,Красная слива,Догма,5,1,1
Слива,Flower & Berry JamЦветочно-ягодный джем,Ril,4.3,1,1
Слива,Plum WineВино - Абрикос - Слива,Hola,5,1,1
Слива,PlumСлива,Ruda,4,1,
Слива,Black Plum,Do you,4.2,1,
Слива,MC Chernoslivich,R.A.P.,2,1,
Слива,Слива,D-Gastro,3,1,
Слива,Dark Plum,Tangiers,3.6,1,
Слива,Plum,Fumari,3.5,1,
Слива,Plum with mintСлива с мятой,Al Fakher,4,1,
Слива,Sour Plum & MangoАлыча - манго кислый,Ril,0,0,
Слива,PlumСлива,Daim,0,0,
Слива,PlumСлива,Al Saha,0,0,
Слива,PlumСлива,Gixom,0,0,
Слива,Blue PlumСиняя слива,Puer,0,0,
Слива,Fairy Tale,Daly,0,0,
Слива,Plum,Buta,0,0,
Слива,Слива,Oringo,0,0,
Слива,Kashmir PlumКашмир слива,Tangiers,0,0,
Слива,Kashmir PlumКашмир слива,Tangiers,0,0,
Слива,Blackthron,Tangiers,0,0,
Слива,Plum,Haze,0,0,
Слива,Plum,Blue Bee,0,0,
Тамаринд,TamarindТамаринд,Element,2.9,9,9
Тамаринд,Tamarind raveТамаринд,Hype,3.4,6,6
Тамаринд,Hey Man,Haze,1,1,1
Тамаринд,Tam-n-realТамаринд,Atmosphere,0,0,0
Фейхоа,GreendizerГриндайзер,Smoke Angels,4.5,157,150
Фейхоа,"Алтайский трипХвоя, фейхоа, эвкалипт",DARKSIDE,3.8,60,57
Фейхоа,FeijoaФейхоа,MUSTHAVE,3.6,44,40
Фейхоа,"Таежный трипЛемонграсс, фейхоа, эвкалипт",DARKSIDE,3.6,41,40
Фейхоа,Лаванда фейхоах Дава Дым,Nаш,3.8,40,38
Фейхоа,Green BeamГрин Бим,DARKSIDE,3.8,35,31
Фейхоа,Свежая фейхоа,Jam,4.5,27,26
Фейхоа,Atomic JuiceФейхоа,Satyr,4.3,26,25
Фейхоа,EvergreenФейхоа- Можжевельник,Banger,4.5,21,21
Фейхоа,"Always Stay PineСосна, фейхоа, эвкалипт",JOY.,4,21,21
Фейхоа,Something SweetЧто-то сладкое,Black Burn,2.6,22,20
Фейхоа,"Сибирский шейкФейхоа, клубника, мороженое.",DARKSIDE,3.4,20,20
Фейхоа,GreenderТравы Фейхоа,Sapphire Crown,3.6,22,19
Фейхоа,AdrenalinАдреналин,Sebero,3.9,20,18
Фейхоа,Ананас фейхоа,Nаш,3.4,19,18
Фейхоа,Фейхоа на Гоа,Северный,3.7,17,17
Фейхоа,"KiwichangaКиви, фейхоа",JOY.,3.9,18,16
Фейхоа,Баграфей,Codex Nubium,4.4,17,16
Фейхоа,LolygagЛолигэг,Duft,3.5,16,16
Фейхоа,Feijoa LemonadeЛимонад из фейхоа,Element,4.3,15,15
Фейхоа,Роборука,Rustpunk,4,15,
Фейхоа,El GringoЭль гринго,Split,3.6,15,
Фейхоа,FeijoaФейхоа,Chabacco,3,15,
Фейхоа,FeijoaФейхоа,Duft,3.3,15,
Фейхоа,Black FeijoaЧерный фейхоа,Khan Burley,4.5,14,
Фейхоа,"Куршский вайбНектарин, фейхоа, кактус",DARKSIDE,3.5,14,
Фейхоа,Goa FeijoaФейхоа с Гоа,Overdose,3.3,15,
Фейхоа,Kashmir-FeijoaКашмир и фейхоа,Element,3.1,13,
Фейхоа,Fejoa JellyЖеле из фейхоа,Fake,3.2,13,
Фейхоа,Feijoa LemonadeЛимонад из фейхоа,Element,4,11,
Фейхоа,"ПустынныйСодовая, груша, фейхоа",DARKSIDE,3.4,11,
Фейхоа,Feijoa JamВаренье из фейхоа,Black Burn,3.4,10,
Фейхоа,Клевер фейхоа,Original Virginia,4.4,10,
Фейхоа,Фейхоа,Starline,3.6,10,
Фейхоа,FeijoaФейхоа,Sebero,4.3,9,
Фейхоа,FeijoaФейхоа,Element,4.2,9,
Фейхоа,Клевер-фейхоа,Original Virginia,4.7,9,
Фейхоа,Фейхоа с ягодами и маракуйей,Brusko,2.6,8,
Фейхоа,Green BeamГрин Бим,DARKSIDE,4.1,8,
Фейхоа,Fei HuaФейхоа со льдом,Izzi Bro,4.5,8,
Фейхоа,Feijoa CheesecakeФейхоа чизкейк,Tabu Team,3.8,8,
Фейхоа,FeijoaФейхоа,Element,3.1,8,
Фейхоа,FuctusКлубника-Кактус-Фейхоа,Mr. Brew,4,7,
Фейхоа,Intense Joy,Duft,4.2,7,
Фейхоа,Lure Me,Duft,4.1,7,
Фейхоа,FeiberryФейхоа,Sebero,3.6,8,
Фейхоа,Фейхоа,Сарма,3.6,7,
Фейхоа,Ветер в лицоГранат и фейхоа,МОЛОДОСТЬ,3.1,6,
Фейхоа,Kashmir-FeijoaКашмир-фейхоа,Element,4.3,6,
Фейхоа,Kiwi GreenКиви Фейхоа,Palitra,3.5,6,
Фейхоа,Feya Ho,Mattpear,4.1,6,
Фейхоа,Киви и фейхоа,Snobless,3.9,5,
Фейхоа,"ГорныйФейхоа, малина, яблоко",DARKSIDE,3.4,5,
Фейхоа,FeijoaФейхоа,Spectrum,3.5,5,
Фейхоа,FeijoaФейхоа,Endorphin,4.6,5,
Фейхоа,Chill-out mixЧилаут,Табак Шпаковского,1.9,5,
Фейхоа,FeijoaФейхоа,Spectrum,3.3,4,
Фейхоа,Фейхоа,Brusko,4.1,4,
Фейхоа,Crystal Eyes,Duft,3.7,4,
Фейхоа,Фейхуя,Табабка,4.2,4,
Финик,Green Soda,Element,3.3,6,6
Финик,Intense PiecesНасыщенные штучки,Eternal Smoke,2,2,2
Финик,Кактусовый финик,Brusko,4.5,2,1
Финик,Sand KingФиник-алоэ вера,Go Fast,3.8,1,1
Финик,Madinah DateФиник,Manterra,0,0,0
Финик,"ArjunaКлубника, финики и бисквит",Tombacco,0,0,0
Финик,Fig,Blue Bee,0,0,0
Фрукты,PanamaПанама,Хулиган,4.4,142,134
Фрукты,Love66,Adalya,4.1,113,104
Фрукты,На чиле feat. Джиган,Black Burn,4,87,79
Фрукты,Ice Fruit GumЛедяная фруктовая жвачка,Spectrum,4,84,78
Фрукты,Hard PanamaПанама,Хулиган,4.4,67,62
Фрукты,Jungle MixТропический микс,Spectrum,3.9,52,49
Фрукты,OasisОазис,Nаш,3.7,50,47
Фрукты,SonikСоник,Хулиган,4.2,54,46
Фрукты,Hard SonikСоник,Хулиган,3.6,44,43
Фрукты,MuesliФруктовые мюсли,Black Burn,4.1,47,42
Фрукты,Pearl PoolЖемчужный бассейн,MUSTHAVE,3.8,45,42
Фрукты,Hard PinkРозовый,Хулиган,4.4,42,39
Фрукты,JuicyДжуси,Хулиган,4.1,41,39
Фрукты,Фруктовое драже,Brusko,3.7,39,37
Фрукты,TurboЖвачка Турбо,Satyr,3.8,39,36
Фрукты,Мультифрукт,Nаш,3.9,37,36
Фрукты,Тропический смузи,Brusko,3.7,35,34
Фрукты,Эфиоп в России,Original Virginia,4.2,35,32
Фрукты,Красный скитлз,Северный,4.6,35,31
Фрукты,PinkРозовый,Хулиган,4,33,31
Фрукты,LULOКитосски паслён,Black Burn,3.8,34,
Фрукты,Lova LovaМанговый чизкейк,Хулиган,3.6,33,
Фрукты,SALAKЗмеиный фрукт,Black Burn,3.8,32,
Фрукты,BubblegumФруктовая жвачка,Black Burn,2.7,32,
Фрукты,Red TeaКрасный чай,MUSTHAVE,3.5,29,
Фрукты,Арабский фрукт,Северный,3.7,27,
Фрукты,Green SkittlezЗеленый скиттлз,Element,4.3,26,
Фрукты,Something TropicalЧто-то тропическое,Black Burn,3.4,25,
Фрукты,Hard JuicyДжуси,Хулиган,3.8,24,
Фрукты,OfflimitoОфлимито,Duft,4.4,24,
Фрукты,FruitellaФрутелла,Overdose,3.1,23,
Фрукты,Мультифрукт,Brusko,3.2,23,
Фрукты,Hard Lova LovaМанговый чизкейк,Хулиган,4.1,22,
Фрукты,Tropic LoveТропик Лав,Chabacco,4.2,23,
Фрукты,Asian MixАзия микс,Chabacco,3.9,23,
Фрукты,Jungle MixТропический микс,Spectrum,4.2,22,
Фрукты,Something FreshЧто-то свежее,Black Burn,3.9,22,
Фрукты,Экзотические фрукты,Starline,2.7,22,
Фрукты,Tropic MambaТропические конфеты,Sapphire Crown,3.6,21,
Фрукты,Фруктовый бабл гам,Jam,3.9,18,
Фрукты,Tropic MojitoТропический мохито,Banger,3.9,19,
Фрукты,Green SkittlezЗеленый Скитлз,Element,4.4,18,
Фрукты,Фрутелла,Rustpunk,3.8,17,
Фрукты,Swiss BonbonШвейцарский леденец,Adalya,3.4,17,
Фрукты,PassionСтрасть,Chabacco,3.6,16,
Фрукты,Миндальный батончик,Сарма,3.3,15,
Фрукты,Фруктовая меренга,Chabacco,2.8,17,
Фрукты,Beach LoaferПляжный бездельник,Split,4,17,
Фрукты,Istanbul Nights,Serbetli,3.3,16,
Фрукты,Rhapsody,Adalya,3.8,15,
Фрукты,Tropic GumТропическая жвачка,Spectrum,3.5,14,
Фрукты,Yummy TsunamiЦунами нямки,Element,3.6,14,
Фрукты,Фруктелла,Chabacco,3.8,14,
Фрукты,Тропический Милкшейк,Сарма,3.5,14,
Фрукты,Тропические фрукты,Leteam,4,14,
Фрукты,MultifruitМультифрукт,Spectrum,3.6,14,
Фрукты,Its Like That one Breakfast Cereal,Tangiers,4.3,13,
Фрукты,Эфиоп в России,Original Virginia,4,12,
Фрукты,Fresh..,Al Fakher,3.6,11,
Фрукты,Фруктовые леденцы,Leteam,3.8,11,
Чернослив,AraramАрарам,MUSTHAVE,4,105,94
Чернослив,Dried PlumЧернослив,Sapphire Crown,4.5,59,52
Чернослив,Чернослив кедрх Hardhookah,Nаш,4,40,37
Чернослив,HookahplaceХукаплейс,Bonche,4.7,20,18
Чернослив,PrunesЧернослив,Sebero,3.4,18,18
Чернослив,PrunesЧернослив,Bonche,4.8,17,17
Чернослив,Werkbund,Bonche,4.4,15,15
Чернослив,Mr. DamsonМистер Дамсон,Jent,3.8,15,14
Чернослив,Laplandia MixЛапландия микс,Табак Шпаковского,3.2,9,8
Чернослив,Fidel,Do you,4,5,5
Чернослив,OG-DrinkОу-Джи Дринк,Punk,4.2,5,4
Чернослив,Black PlumЧернослив,Duft,4.6,4,4
Чернослив,Dried plumЧернослив фруктово сладкий,Mr. Brew,4.2,3,3
Чернослив,G7 x ОблакоОвсянка с черносливом,Duft,4,3,3
Чернослив,Чернослив ром ягоды,Nur,3.2,2,2
Чернослив,E4 x ЮХУЧай с сухофруктами,Duft,3.8,2,2
Чернослив,Санта Клаус,Догма,5,1,1
Чернослив,Чернослив,World Tobacco Original,4,1,1
Чернослив,Вишня - черносливCherry - prunes,Manual,3.8,1,1
Чернослив,"Виноград, Чернослив, Лед",Trava,2,1,1
Чернослив,PruneЧернослив,Baccar tobacco,5,1,
Чернослив,DamsonЧернослив,ASD Hookah,0,0,
Чернослив,Arlekino,New Yorker Club,0,0,
Чернослив,Arlekino,New Yorker Club,0,0,
Чернослив,Prunes with CinnamonЧернослив с Корицей,ZR,0,0,
Чернослив,Prunes with CinnamonЧернослив с Корицей,ZR,0,0,
Чернослив,Чернослив,Oringo,0,0,
Чернослив,Darkstep Prunes,Chillout,0,0,
Чернослив,PlumСлива,Al-Waha,0,0,
Юдзу,YuzuЮдзу,Deus,4.4,60,56
Юдзу,Yuzu-honeyЮдзу-мёд,Sapphire Crown,4.1,36,31
Юдзу,Юдзу-Кола,Северный,4,27,24
Юдзу,Yuzu MousseЮдзу мусс,Duft,4.2,16,15
Юдзу,Yuzu MousseЮзовый мусс,Duft,4.1,5,5
Юдзу,Japanese Yuzu,Social Smoke,4,1,1
Юдзу,Aqua YuzuАква юдзу,Aqua Mentha,0,0,0
Яблоко,Kiwi SmoothieКиви смузи,MUSTHAVE,3.7,151,136
Яблоко,Apple DropsЯблочные леденцы,MUSTHAVE,3.6,72,67
Яблоко,Redemption AppleЯблоко возмездия,Smoke Angels,3.9,61,61
Яблоко,Ice GrannyАйс Грэнни,DARKSIDE,4,62,56
Яблоко,Apple ShockЯблочный шок,Black Burn,2.3,58,56
Яблоко,Русская шарлотка,Северный,4.3,52,50
Яблоко,BooБу!,Хулиган,3.7,49,47
Яблоко,Красное яблоко,Сарма,4.4,49,44
Яблоко,Зеленое яблоко,Сарма,4.3,45,43
Яблоко,Famous AppleЗнаменитое яблоко,Black Burn,3.9,45,43
Яблоко,Яблочный пунш,Догма,4.3,40,38
Яблоко,Charlotte PieЯблочная Шарлотка,MUSTHAVE,3.8,38,38
Яблоко,Беспечное яблоко,Северный,3.7,39,37
Яблоко,Зеленое яблоко,Nаш,4,35,34
Яблоко,Granny AppleЯблоко,Spectrum,3.3,35,33
Яблоко,Iron BroЖелезный Бро,Duft,4.1,36,32
Яблоко,Apple HookПеченое яблоко,Jent,4.1,36,31
Яблоко,ЯблокоЯблоко,МОЛОДОСТЬ,4.6,33,31
Яблоко,"Курильский вайбЯблоко, маракуйя, манго",DARKSIDE,3.7,36,29
Яблоко,Battle AppleЯблоко и леденцы,DARKSIDE,3.1,33,29
Яблоко,Яблочный штрудель,Brusko,3.3,29,
Яблоко,White AppleБелое яблоко,Chabacco,4,28,
Яблоко,Apple CandyЯблочные леденцы,Duft,3.5,28,
Яблоко,Green DayГриндэй,Banger,3.7,26,
Яблоко,Apple StrudelЯблочный штрудель,Spectrum,4,26,
Яблоко,Яблоко с мятой,Brusko,2.7,25,
Яблоко,Якутский бит,DARKSIDE,3.7,25,
Яблоко,Ice GrannyАйс Гренни,DARKSIDE,4.2,25,
Яблоко,Hard BooБу!,Хулиган,3.6,23,
Яблоко,Яблоко-Карамель,Сарма,3.6,23,
Яблоко,Canna Time (№7)Зеленое яблоко и трава,Ready,3.1,22,
Яблоко,Зеленое яблоко,Chabacco,4,20,
Яблоко,Яблоко-бузина,Nаш,3.4,22,
Яблоко,Green AppleЗеленое яблоко,Deus,3.6,20,
Яблоко,Apple StrudelЯблочный штрудель,Sapphire Crown,3.8,20,
Яблоко,Apple JuiceЯблочный сок,Overdose,3.4,19,
Яблоко,American PieАмериканский пирог,Chabacco,3.4,19,
Яблоко,Доброе яблокоДоброе яблоко,Догма,4.1,18,
Яблоко,OblakoОблако,Bonche,3.4,17,
Яблоко,Candy GrannyЯблоко в карамели,Fake,4,17,
